Time,A1,A17,A21,B3,B7,B11
25:25.7,573944.75,517309.313,160064.5,8337.99414,9524.21094,3864.20972
25:31.7,571609.062,516466.25,159570.781,8385.56543,9511.30664,3871.45996
25:37.6,571359.75,516035.187,159690.531,8342.02734,9516.14746,3846.48828
25:43.6,569900.375,518173.938,159551.719,8364.60254,9504.05078,3841.65405
25:49.5,571483.937,517229.125,159499.344,8346.86328,9495.17773,3840.84814
25:55.4,566244.875,509454.844,159049.75,8312.99902,9488.72656,3811.04272
26:01.4,562764.688,510570.938,158514.641,8319.45117,9486.30859,3819.09863
26:07.4,560919.5,510339.594,158797.203,8258.97949,9464.53418,3796.54346
26:13.5,558634.625,507732.437,157973.734,8274.29688,9453.24121,3790.0979
26:19.5,555555.25,503535.375,157618.156,8228.33887,9432.27246,3769.15332
26:25.6,553229.688,501679.75,157308.281,8238.82031,9451.62793,3769.95874
26:31.5,556499.813,501385.719,157069.062,8238.82129,9437.1123,3761.0979
26:37.4,556177.5,501896.594,157040.828,8228.33887,9441.95117,3762.70898
26:43.3,554856.875,497672.312,156374.672,8292.03711,9623.41504,3753.04224
26:49.3,553279.062,526530.812,165837.828,9229.04199,10506.625,4463.59668
26:55.2,630513.937,633345.063,193537.719,10952.7266,12351.7939,5664.19824
27:01.2,747328.813,750387.938,215943.313,11587.666,12789.9961,6134.85107
27:07.1,822759.938,821492,228276.391,12106.4883,12767.3994,6535.42334
27:13.1,832951.75,834461.687,232742.578,11615.9063,12566.4531,6483.03223
27:19.1,884891.437,873803.812,235772.328,12183.1465,12530.1387,6679.70166
27:25.1,936064.063,918109.75,245978.109,12791.6113,12818.2432,7168.18457
27:31.1,976284.5,956620.812,250162.938,12910.2461,12880.3838,7306.03174
27:37.1,1009619.69,978120.625,253012.594,13096.6777,12991.7588,7480.16162
27:43.1,1030571.69,990805.938,254328.406,13171.7383,12957.0547,7616.40527
27:49.1,1039986.69,998053.25,256629.656,13384.8135,13065.2021,7764.74609
27:55.1,1054238.25,1008617.19,258758.266,13627.7646,13171.7373,8013.06494
28:01.1,1068057.63,1024022.75,260870.797,13784.3574,13183.8437,8220.27637
28:07.0,1077050.63,1024357.81,260285.75,13668.9287,13081.3418,8066.27734
28:13.0,1092190.37,1030571.69,261193,13730.2764,13098.292,8217.05176
28:19.0,1103988.75,1040295.44,261903.672,13836.0215,13157.2119,8321.87207
28:25.0,1110389.12,1044780.12,262959.625,13995.8486,13108.7861,8470.2334
28:31.0,1120163.63,1049065.75,263268.375,13832.79,13135.4189,8396.85742
28:37.0,1119374.63,1039070.87,261595.797,13895.7529,13049.8682,8467.81445
28:43.0,1106895.13,1027851.81,262560.937,13830.3682,13082.1494,8398.46973
28:49.0,1093587.62,1049295.62,261785.703,13731.8906,13044.2178,8405.72656
28:54.9,1108139.62,1046201.56,260710.531,13736.7344,12970.7773,8189.63965
29:00.9,1117722,1058166.75,261152.359,13968.4063,12961.0957,8427.5
29:06.8,1121082.13,1049626.75,261437.219,13752.877,13032.918,8321.0625
29:12.7,1122819.37,1052715.88,261908.656,14006.3379,13078.9199,8511.35352
29:18.6,1124593.63,1053419.25,262798.375,13903.8203,13070.8486,8479.90723
29:24.6,1124660.75,1044060.06,262564.313,13794.0449,13074.8877,8381.53809
29:30.6,1115058,1046646.38,261492.344,14051.5459,13044.2178,8454.91309
29:36.7,1128495,1057163,263526.312,14180.71,13229.0469,8678.27344
29:42.8,1141160.13,1059018.88,264632.687,14157.2988,13153.9844,8696.81836
29:48.8,1159172.13,1075508.5,266459,14253.3604,13257.292,8799.22559
29:54.8,1174308.75,1077926.38,266987.781,14262.2363,13250.0234,8827.44727
30:00.8,1181048.25,1079722.12,267324.031,14301.7998,13292.8066,8900.83301
30:06.7,1185993.5,1080616.12,267296,14292.1104,13345.2666,8887.12305
30:12.7,1185809.38,1084414.37,267592.281,14317.1328,13337.1934,8948.40723
