Time,A1,A17,A21,B1,B7,B11
59:14.9,515744.281,516496.25,137142,10730.1016,8328.33984,3998.75366
59:20.8,512174.531,510315.813,136614.953,10661.5313,8320.27539,3964.1123
59:26.7,512680.219,505744.062,135997.813,10642.1699,8311.40527,3946.38892
59:32.7,510305.094,505378.562,135234.359,10620.3887,8308.17969,3939.13867
59:38.6,508024.531,502941.125,134605.828,10595.3818,8295.2793,3910.94287
59:44.6,502928.562,496756.312,133823.547,10582.4746,8286.40918,3906.10913
59:50.5,500446.969,494568.687,133188.594,10574.4092,8255.77148,3886.77563
59:56.5,499702.5,497825.156,132867.797,10606.6729,8254.96191,3878.71851
00:02.5,498159.844,499992.969,132880.203,10541.335,8239.64453,3852.94116
00:08.5,496117.25,500688.531,132817.391,10534.0742,8226.74316,3839.24561
00:14.5,491776.906,494560.531,132312.281,10414.6885,8229.9668,3810.24487
00:20.5,490524.844,484186.594,131477.5,10377.582,8197.71484,3791.71655
00:26.5,489161.344,483265.687,131170.078,10380.8096,8199.3291,3781.24438
00:32.4,485607.281,480870.406,130754.406,10406.6221,8190.45996,3763.52197
00:38.3,485569.063,481045.594,130513.93,10392.1006,8182.39697,3766.74414
00:44.3,483393.188,478086.094,129928.133,10361.4492,8171.10889,3747.41064
00:50.2,482101.5,477107.844,129436.547,10349.3477,8170.29932,3743.38135
00:56.2,480128.687,475112.219,129220.922,10327.5703,8142.88818,3730.49341
01:02.2,479196.25,474534.187,129118.5,10263.041,8129.98828,3704.71582
01:08.2,477215.781,470919.313,128505.594,10229.1621,8130.79541,3686.18848
01:14.1,473539.812,469304.875,127943.133,10226.7412,8105.79932,3666.85498
01:20.1,472213.531,466601.781,127526.07,10213.0283,8096.12305,3638.65991
01:26.1,469427.531,466792.344,127495.492,10201.7334,8096.12158,3641.07593
01:32.1,467778.313,463556.938,126726.742,10193.6689,8087.25342,3628.99292
01:38.1,466651.938,464349.844,126523.602,10160.5957,8088.05713,3614.49268
01:44.0,465979.469,461957.063,126069.516,10141.2373,8072.73975,3588.71606
01:49.9,463310.844,460720.188,125905.266,10155.7568,8064.67725,3603.21533
01:55.8,461067.438,458299.844,125655.906,10096.8711,8066.28662,3583.07568
02:01.7,458623.219,454229.687,125325.727,10056.5439,8046.13135,3566.16016
02:07.7,455150.719,453487.531,124944.398,10076.708,8054.99951,3558.91016
02:13.7,453631.844,453564.063,124861.016,10080.7402,8039.68066,3550.04932
02:19.7,449260.156,449966.531,124516.859,10011.375,8031.61865,3541.18872
02:25.7,446286.156,448210.875,124050.562,9957.33496,8017.91162,3496.88501
02:31.7,446649.219,447356.125,124106.68,9967.0127,8008.23584,3508.96729
02:37.7,446437.25,444983.375,123821.953,9940.39355,8000.17236,3492.85645
02:43.6,444591.406,443020.313,123378.836,9881.51465,7992.91602,3475.13477
02:49.6,444996.562,441705.25,123241.859,9983.14063,8015.49023,3500.10571
02:55.5,444634.469,440409.031,123217.109,9867.80078,7999.36475,3469.49561
03:01.5,441965.281,439532.781,122834.289,9878.28809,7989.68945,3463.85742
03:07.5,438836.625,434603.625,122396.203,9900.87012,7980.82129,3463.85742
03:13.4,435800.188,431766.062,122106.656,9862.15527,7963.08301,3442.91333
03:19.4,432976.719,430822.75,121567.156,9837.15137,7959.05176,3428.41431
03:25.4,432049.156,428801.219,121220.773,9739.56055,7937.28369,3378.47339
03:31.4,432150.031,430083.156,120848.813,9754.88574,7942.12158,3391.36133
03:37.4,433573.219,431696.844,120877.695,9782.30859,7930.02734,3386.52808
03:43.4,433394.094,431712.406,122642.836,9499.21582,7444.69238,3452.57886
03:50.0,483016.125,489522.187,134349.219,10601.8164,8666.98145,3977.7998
03:55.9,542436.813,560348.938,149436.016,10966.4443,9061.30566,4156.64502
04:01.8,557054.938,559083.937,149741.25,11002.749,9658.90234,4300.04883
04:07.8,545004.937,562881.75,150303.641,11481.9756,9578.25098,4466.8208
04:13.8,571502.25,591427.563,153763.281,11589.2842,9736.33008,4443.45703
04:19.8,577595.875,604848.875,156900.484,11692.5596,9680.67871,4432.17725
04:25.8,601171.688,616054.5,159765.344,12390.5342,9336.30469,4846.30957
04:31.8,595859.5,651245.25,164899.328,12559.1924,9432.27539,4966.36621
04:37.9,623320.375,685390,168613.734,13099.9062,9483.88867,5118.65527
04:43.9,640669.75,736084.5,173853.406,13211.2832,9906.50879,5377.31836
04:49.8,657860.25,777820.25,179759.328,13871.5342,9904.08789,5714.96973
04:55.7,677286.625,813823.938,186528.516,13848.9307,9941.18848,5729.47461
05:01.7,702006.563,828322.938,189590.875,15044.541,10266.2461,6482.22559
05:07.6,706136.063,842447.188,196918.328,14661.041,10377.5605,6582.17041
05:13.5,706046.437,852554,194878.312,14418.8467,10244.4658,6600.70947
05:19.5,719925.625,880411.312,195291.766,14523.7949,10150.0928,6456.43262
05:25.6,738034.563,903965.812,197687.828,14873.374,10149.2881,6577.33496
05:31.6,757825.438,916132.813,200266.828,15076.8369,10413.0547,6686.1499
05:37.6,784666.125,932736.062,203012.25,15235.0859,10526.79,6956.98437
05:43.5,785494.625,943120.375,203166.469,14976.7168,10425.1504,7096.43701
05:49.5,786236.438,940309.625,202990.422,14697.3672,10314.6406,6777.22998
05:55.5,807112.5,938540.125,201151.609,14966.2207,10208.168,6790.93311
06:01.4,817944.438,947371.313,203791.906,15130.9297,10263.8242,6853.80566
06:07.4,832899.25,952654.188,204820.687,14966.2168,10279.1475,6794.96191
06:13.3,825031.5,971875.063,205148.547,15017.082,10277.5332,6807.05225
06:19.3,830566.938,977724.562,205001.016,14847.5361,10275.1162,6885.24365
06:25.3,841650.187,985091.937,205734.031,15081.6777,10238.0117,6715.97021
06:31.4,838277,992625.75,207438.563,15376.3857,10242.8516,6763.52637
06:37.4,848233.75,1011296.56,209947.016,15679.1904,10514.6875,7187.52637
06:43.4,870194.75,1027697.81,213084.875,15965.8574,10646.9785,7573.67041
06:49.5,886870.937,1040151.75,214600.313,15963.4346,10607.4531,7563.19141
06:55.5,895832.563,1039437.44,216474.344,15663.0381,10688.1201,7543.03711
07:01.5,903405.625,1030481.5,215605.328,15231.8545,10592.126,7341.49756
07:07.4,884789.562,1034878.5,214575.953,15645.2705,10546.1445,7385.02783
07:13.3,881170.5,1020987.5,215907.828,16207.3145,10761.5254,7630.90771
07:19.2,889233.438,1024910.44,215993.547,15899.6357,10689.7314,7584.95654
07:25.2,891016.562,1023360.12,214797.75,15751.0508,10618.7422,7424.52686
07:31.2,882247.125,1030313.19,214490.172,15913.3604,10586.4746,7385.02539
07:37.1,877920.313,1029465.69,215207.766,15533.0264,10613.0967,7442.26367
07:43.1,886664.375,1030864.81,215141.406,15891.5596,10685.6963,7471.28467
07:49.1,910802.875,1049436.5,216623.906,16231.543,10790.5684,7647.03174
07:55.1,916340.5,1057392,218148.813,16021.5713,10817.9932,7694.5957
08:01.0,911977.563,1048452.81,219695.25,15963.4277,10813.1553,7665.57422
08:07.1,909371.938,1033431,217757.031,15606.5068,10847.8428,7531.74658
08:13.0,909317.312,1045074.75,217197.984,16045.7998,10738.9375,7579.31104
08:18.9,927440.563,1053319.63,219968.625,16107.1719,10893.8232,7703.46338
08:24.9,937236.188,1060239.75,221968.234,16280.8008,10885.7568,7832.45703
08:30.8,953913.75,1066639.5,223031.891,16330.0615,10959.167,7864.70508
08:36.8,966404.875,1072195.88,222708.75,16458.4766,10956.749,7946.94287
08:42.8,972587.937,1075986.38,223450.187,16390.6348,10933.3525,7969.5166
08:48.8,970837,1068809,222669.203,16281.6094,10923.6729,7900.18066
08:54.8,957524.375,1064961.75,222153.313,16424.5527,10924.4785,7981.60938
09:00.8,963543.375,1070852.5,222980.578,16543.2773,11001.9258,8116.25586
09:06.9,977194.875,1075126.5,223319.672,16442.3184,10979.335,8079.97266
09:12.8,984266.75,1086527.37,224334.859,16644.2305,10993.8574,8156.56885
09:18.7,988212.125,1086631.25,224706.922,16720.1484,11067.2695,8294.44336
09:24.6,984590.688,1080716,224555.375,16549.7344,11037.418,8219.45703
09:30.6,974382.75,1073282.88,223562.875,16443.123,11039.8389,8136.41016
09:36.6,963790.25,1076514.5,223987.156,16141.8936,11106.8018,7917.91797
09:42.6,964534.75,1061216.12,223488.844,16322.791,11051.9404,8022.72754
09:48.6,967829.312,1056705.25,223388.688,16462.5117,11013.2178,8055.78467
09:54.6,961176.188,1060796,223720.344,16555.3887,11118.9014,8072.71582
10:00.6,959414.313,1064206.62,223777.594,16582.8496,11067.2705,7978.38525
10:06.6,958153.625,1063884.75,223524.219,16745.1875,11063.2354,8129.1543
10:12.7,962462.563,1062822.5,225615.344,16474.623,11176.9883,8064.65283
10:18.6,983615.875,1067260.63,225968.188,16653.1133,11123.7432,8094.48633
10:24.6,992109.5,1066355.87,225824.172,16590.9219,11164.8838,8238.00098
10:30.6,987245.188,1063626,225404.844,16611.1133,11166.499,8179.14258
10:36.5,1003303,1077899.5,226786.734,16792.8379,11187.4727,8241.22559
10:42.5,1008552.5,1087126.5,226366.453,16843.7188,11156.0088,8295.24707
10:48.5,1001705.06,1082081.38,226717.703,16821.1094,11164.8867,8292.02344
